race_id,driver_id,Pos,No.,Name,Sponsor,Best Tm,Best Speed,In Lap,Laps,Diff
63,150,1,18,William Sawalich,Starkey Toyota,77.5,92.433,20,22,0
63,301,2,25,Alon Day,JSSI Toyota,78.2,91.663,18,18,0.651
63,206,3,7,Corey Day,Hendrickcars.com Chevrolet,78.2,91.648,7,9,0.664
63,156,4,16,Jack Wood,Weyerhauser/James Hardie/Timbertech by Azek Chevrolet,78.7,91.029,19,19,1.195
63,157,5,24,Tyler Reif,Vegas Fastener/Sigma Performance SVCS Chevrolet,78.7,90.996,19,21,1.224
63,336,6,88,Will Rodgers,Shockwave Marine Suspension Seating Ford,78.8,90.962,16,20,1.253
63,132,7,32,Dale Quarterley,Van Dyk Recycling Solutions Chevrolet,79,90.643,12,20,1.53
63,334,8,19,Christian Eckes,NAPA Auto Care/NAPA Nightvision Chevrolet,79,90.627,22,23,1.544
63,238,9,6,Caleb Shrader,Consonus Healthcare Ford,79.6,90.046,12,21,2.054
63,160,10,71,Kyle Keller,Jan’s Towing/Jan’s Racing Ford,79.8,89.74,7,11,2.326
63,162,11,5,"Eric Johnson, Jr.",Sherwin-Williams Toyota,80,89.502,9,21,2.538
63,231,12,4,"Eric Nascimento, Jr.",Impact Transport/Phillips Bros Fab Toyota,80.1,89.467,7,9,2.569
63,161,13,3,Todd Souza,Central Coast Cabinets Toyota,80.4,89.142,8,9,2.861
63,159,14,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,80.5,89.005,10,13,2.985
63,163,15,1,Robbie Kennealy,Jan’s Towing Ford,80.6,88.904,23,24,3.076
63,158,16,13,Tanner Reif,Central Coast Cabinets Toyota,80.6,88.829,18,18,3.144
63,302,17,8,Jeff Anton,Deer Park Recycling Chevrolet,81.6,87.795,19,20,4.094
63,243,18,68,Rodd Kneeland,Rodd Renovations Inc/Pedroncelli Mobile Bottling Chevrolet,83.3,85.977,17,21,5.82
63,234,19,52,Ryan Philpott,Caliber Collision/Mattos Transport/Hacienda Pools Toyota,83.6,85.701,9,9,6.088
63,317,20,17,Kaylee Bryson,LSI Logical Logistics LLC/MMI Services Chevrolet,84.6,84.636,9,11,7.14
63,335,21,14,Davey Magras,Advanced Autoworks/Koerner Racing Engines Chevrolet,85.7,83.571,22,27,8.219
63,280,22,23,Spencer Gallagher,Third Gen/Phils Fabrication Chevrolet,86.4,82.932,2,2,8.879
63,164,23,77,Nick Joanides,King Taco/Weber’s Auto Parts/REX MD/Wallace Sign Toyota,87.2,82.155,6,9,9.696
63,275,24,51,Blake Lothian,Texas Law Book Chevrolet,90.4,79.216,5,5,12.931
63,166,25,5,David Smith,Shockwave Marine Suspension Seating Toyota,92.1,77.789,12,12,14.59
64,252,1,23,Greg Biffle,Sigma Performance Services Chevrolet,19.117,94.157,1,16,0
64,165,2,19,Jake Bollman*,NAPA Auto Care Chevrolet,19.335,93.095,2,46,0.218
64,158,3,13,Tanner Reif,Central Coast Cabinets Toyota,19.383,92.865,2,18,0.266
64,161,4,3,Todd Souza,Central Coast Cabinets Toyota,19.422,92.678,2,20,0.305
64,159,5,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,19.434,92.621,2,35,0.317
64,163,6,1,Robbie Kennealy*,Jan’s Towing Ford,19.519,92.218,2,24,0.402
64,162,7,5,"Eric Johnson, Jr.",Sherwin-Williams Toyota,19.541,92.114,2,17,0.424
64,160,8,71,Kyle Keller,Jan’s Racing/Jan’s Towing Ford,19.792,90.946,1,26,0.675
64,337,9,31,Tyler Brown*,Flav-R-Pac/Blue Mountain Fire Protection Toyota,20.209,89.069,5,43,1.092
64,275,10,51,Blake Lothian*,Texas Lawbook Chevrolet,20.371,88.361,7,46,1.254
64,277,11,72,Jonathan Reaume*,RBR Engineering Chevrolet,21.201,84.902,20,32,2.084
64,166,12,5,David Smith,Shockwave Marina Suspension Seating Toyota,21.612,83.287,6,6,2.495
65,150,1,18,William Sawalich,Starkey Toyota,75.2,94.311,21,22,0
65,101,2,70,Thomas Annunziata,Bayshore Mortgage Toyota,75.5,93.949,3,15,0.29
65,301,3,25,Alon Day,JSSI Toyota,75.8,93.503,4,10,0.65
65,159,5,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,77.1,91.944,3,4,1.936
65,238,4,6,Caleb Shrader,Consonus Health Care Ford,77.1,91.944,3,8,1.936
65,334,6,19,Christian Eckes,NAPA Auto Care/NAPA Nightvision Chevrolet,77.2,91.881,6,15,1.989
65,160,7,71,Kyle Keller,Jan’s Towing/Jan’s Racing Ford,77.3,91.751,8,13,2.098
65,339,8,3,Fernando Navarrete,Central Coast Cabinets Toyota,77.5,91.471,9,10,2.335
65,158,9,13,Tanner Reif,Central Coast Cabinets Ford,77.6,91.427,9,11,2.372
65,132,10,32,Dale Quarterley,Van Dyk Recycling Solutions Chevrolet,77.8,91.212,6,16,2.555
65,163,11,1,Robbie Kennealy,Jan’s Towing Ford,77.9,91.088,5,19,2.661
65,162,12,5,"Eric Johnson, Jr.",Sherwin-Williams Toyota,78,90.974,5,12,2.758
65,252,13,24,Greg Biffle,Sigma Performance Services Chevrolet,78.2,90.745,8,19,2.955
65,338,14,72,Austin Varco,Special Needz Coffee/Columbia Hobby Chevrolet,79.8,88.865,11,13,4.608
65,275,15,51,Blake Lothian,Texas Lawbook Chevrolet,80.3,88.264,15,19,5.152
65,335,16,14,Davey Magras,Advanced Autoworks/Koerner Racing Engines Chevrolet,81.7,86.804,16,19,6.503
65,169,17,27,"Bobby Hillis, Jr.",First Impression Press Chevrolet,85,83.446,6,9,9.791
65,166,18,5,David Smith,Shockwave Marine Suspension Seating Toyota,86.4,82.122,5,7,11.161
66,165,1,19,Jake Bollman,NAPA Auto Care Chevrolet,13.833,86.662,3,54,0
66,163,2,1,Robbie Kennealy,Jan’s Towing Ford,13.918,86.133,4,24,0.085
66,231,3,4,"Eric Nascimento, Jr.",Impact Transp/RJ’s Paintshop/Phillips Bros Chevrolet,13.945,85.966,7,55,0.112
66,159,4,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,13.986,85.714,14,36,0.153
66,162,5,5,"Eric Johnson, Jr.",Sherwin-Williams Toyota,14.007,85.586,4,18,0.174
66,158,6,13,Tanner Reif,Central Coast Cabinets Toyota,14.012,85.555,5,19,0.179
66,160,7,71,Kyle Keller,Jan’s Towing/Jan’s Racing Ford,14.031,85.439,9,32,0.198
66,333,8,55,Andrew Chapman,High Point Racing/Racecar Factory Ford,14.031,85.439,21,21,0.198
66,341,9,9,RJ Smotherman,Jan’s Towing Toyota,14.051,85.318,4,43,0.218
66,161,10,3,Todd Souza,Central Coast Cabinets Toyota,14.094,85.057,8,23,0.261
66,340,11,88,Joey Iest,Shockwave/Columbia Bank Ford,14.113,84.943,3,27,0.28
66,275,12,51,Blake Lothian,Texas Lawbook Chevrolet,14.381,83.36,45,45,0.548
66,166,13,5,David Smith,Shockwave Marine Suspension Seating Toyota,14.814,80.923,7,19,0.981
66,277,14,72,Jonathan Reaume,Strike Mamba Racing Chevrolet,14.894,80.489,8,26,1.061
67,163,1,1,Robbie Kennealy,Jan’s Towing Ford,14.924,80.327,9,27,0
67,159,2,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,14.927,80.311,23,26,0.003
67,160,3,71,Kyle Keller,Jan’s Towing/Jan’s Racing Ford,14.945,80.214,5,30,0.021
67,340,4,88,Joey Iest,Shockwave/Columbia Bank Ford,14.987,79.989,22,25,0.063
67,165,5,19,Jake Bollman,NAPA Auto Care Chevrolet,15.019,79.819,3,54,0.095
67,161,6,3,Todd Souza,Central Coast Cabinets Toyota,15.044,79.686,5,25,0.12
67,231,7,4,"Eric Nascimento, Jr.",Impact Transp/RJ’s Paintshop/Phillips Bros Chevrolet,15.05,79.654,13,44,0.126
67,162,8,5,"Eric Johnson, Jr.",Sherwin-Williams Toyota,15.064,79.58,24,29,0.14
67,246,9,23,Jaron Giannini,Versatile & Stone/Third Gen Race Cars Toyota,15.09,79.443,16,32,0.166
67,158,10,13,Tanner Reif,Central Coast Cabinets Toyota,15.114,79.317,4,45,0.19
67,275,11,51,Blake Lothian,Texas Lawbook Chevrolet,15.15,79.129,4,5,0.226
67,333,12,55,Andrew Chapman,High Point Racing/Racecar Factory Ford,15.197,78.884,35,53,0.273
67,342,13,21,Monty Tipton,Nascimento Motorports Toyota,15.216,78.785,21,57,0.292
67,164,14,77,Nick Joanides,King Taco/Rex MD/Wallace Sign Toyota,15.436,77.663,11,12,0.512
67,166,15,5,David Smith,Shockwave Marine Suspension Seating Toyota,15.615,76.772,19,22,0.691
67,149,16,72,Cody Dennison,ODA Ventures Chevrolet,15.669,76.508,12,14,0.745
68,159,1,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,15.058,89.653,5,31,0
68,163,2,1,Robbie Kennealy,Jan’s Towing Ford,15.117,89.303,9,22,0.059
68,160,3,71,Kyle Keller,Jan’s Towing/Jan’s Racing Ford,15.13,89.227,2,17,0.072
68,101,4,15,Thomas Annunziata,Nitro Motorsports Toyota,15.199,88.822,2,29,0.141
68,158,5,13,Tanner Reif,Central Coast Cabinets/Vegas Fastener Toyota,15.216,88.722,2,34,0.158
68,320,6,20,Jade Avedisian,Mobil 1 Toyota,15.29,88.293,7,27,0.232
68,211,7,25,Taylor Reimer,BuzzBallz Toyota,15.327,88.08,2,27,0.269
68,343,8,24,Connor Hall,Sigma Performance Services Chevrolet,15.328,88.074,25,49,0.27
68,333,9,55,Andrew Chapman,High Point Racing/Racecar Factory Ford,15.363,87.873,24,26,0.305
68,280,10,23,Spencer Gallagher,Spencer Clark Driven/3rd Gen/Phil’s Fab/GMS Toyota,15.381,87.771,4,43,0.323
68,162,11,5,"Eric Johnson, Jr.",Sherwin-Williams Toyota,15.391,87.714,25,32,0.333
68,275,12,51,Blake Lothian,The Texas Lawbook Chevrolet,15.395,87.691,56,61,0.337
68,342,13,4,Monty Tipton,Bare Bones Broth Toyota,15.408,87.617,30,51,0.35
68,328,14,6,Gavin Ray,RSD/Southwest Specialty Contractors Toyota,15.467,87.283,20,42,0.409
68,149,15,72,Cody Dennison,ODA Ventures Chevrolet,15.896,84.927,8,32,0.838
68,164,16,77,Nick Joanides,REX MD/King Taco/Wallace Signs Toyota,16.036,84.186,18,19,0.978
68,318,17,12,Dustin Hillenburg,Fast Track Racing/Double H Ranch Toyota,16.188,83.395,15,16,1.13
68,125,18,11,Bryce Haugeberg,North Dakota State University/Brenco Ford,16.251,83.072,29,31,1.193
68,120,19,99,Michael Maples,DonRay Petroleum/Maples Motorsports Chevrolet,16.463,82.002,28,43,1.405
68,166,20,5,David Smith,Shockwave Marine Suspension Seating Toyota,16.734,80.674,12,13,1.676
68,314,21,67,Shane Backes,The International Brotherhood of Boilermakers Chevrolet,16.824,80.243,8,28,1.766
69,182,1,18,Brent Crews,Mobil 1 Toyota,27.65,130.199,2,23,0
69,130,2,20,"Leland Honeyman, Jr.",Nitro Motorsports Toyota,28.135,127.955,4,35,0.485
69,101,3,70,Thomas Annunziata,Nitro Motorsports Toyota,28.158,127.85,4,23,0.508
69,311,4,77,Tristan McKee,Spire Chevrolet,28.222,127.56,3,35,0.572
69,211,5,25,Taylor Reimer,BuzzBallz Toyota,28.232,127.515,3,46,0.582
69,163,6,1,Robbie Kennealy,Jan’s Towing Ford,28.26,127.389,2,27,0.61
69,343,7,24,Connor Hall,Sigma Performance Services Chevrolet,28.341,127.024,2,39,0.691
69,155,8,2,Isabella Robusto,AMSYS/RAFA Racing Team Toyota,28.392,126.796,2,34,0.742
69,327,9,28,Carson Brown,J Star Capital Investments/Unifi MI Industrial Chevrolet,28.397,126.774,8,42,0.747
69,110,10,15,Jake Finch,Phoenix Construction Toyota,28.429,126.631,3,23,0.779
69,320,11,13,Jade Avedisian,Central Coast Cabinets Toyota,28.515,126.249,2,41,0.865
69,160,12,71,Kyle Keller,Jan’s Racing/Jan’s Towing Ford,28.543,126.125,2,34,0.893
69,269,13,46,Thad Moffitt,Pristine Auction Toyota,28.676,125.541,12,30,1.026
69,159,14,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,28.844,124.809,3,25,1.194
69,162,15,5,"Eric Johnson, Jr.",Sherwin-Williams Toyota,28.95,124.352,6,31,1.3
69,344,16,9,Derek Kraus,Shockwave Marine Seating Toyota,29.162,123.448,5,14,1.512
69,328,17,6,Gavin Ray,Jerry Pitts Racing Toyota,29.187,123.343,12,50,1.537
69,317,18,17,Kaylee Bryson,MMI/LSI Chevrolet,29.307,122.838,2,33,1.657
69,342,19,4,Monty Tipton,Bare Bones Broth Toyota,29.453,122.229,12,23,1.803
69,275,20,51,Blake Lothian,Texas Lawbook Chevrolet,29.522,121.943,5,28,1.872
69,333,21,55,Andrew Chapman,High Point Racing/Racecar Factory Ford,29.628,121.507,18,26,1.978
69,149,22,72,Cody Dennison,Allied Cloud Chevrolet,29.714,121.155,4,32,2.064
69,314,23,67,Shane Backes,International Brotherhood of Boilermakers Chevrolet,30.634,117.516,6,45,2.984
69,166,24,5,David Smith,Shockwave Marine Suspension Seating Toyota,30.653,117.444,16,16,3.003
69,120,25,99,Michael Maples,International Brotherhood of Boilermakers Chevrolet,31.515,114.231,1,42,3.865
69,319,26,31,Chase Howard,Rise Motorsports Toyota,32.44,110.974,34,35,4.79
